Apartment_names,Spezialisierung 1,Spezialisierung 2,Spezialisierung 3,Klassifikation,Adresse,PLZ,Ort,Telefon,Email,Website,Source_Link
Hotel Le Lion Bischofszell,Boutique Hotel,,,N/A,Grubplatz 2,9220,Bischofszell,+41714246000,info@hotel-lelion.ch,http://www.hotel-lelion.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-lion
Hotel Le Mazot Zermatt,,,,N/A,Hofmattstrasse 23,3920,Zermatt,+41279660606,info@mazot-zermatt.ch,https://www.mazot-zermatt.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-mazot
Hôtel le Mexique Delémont,,,,N/A,Route du Vorbourg 142,2800,Delémont,+41324221333,info@mexique.ch,http://www.lemexique.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-mexique
Hôtel Le Mont Paisible Crans-Montana,Bikehotel,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Chemin du Mont-Paisible 12,3963,Crans-Montana,+41274802161,info@montpaisible.ch,https://www.montpaisible.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-mont-paisible
Hôtel Le Montbrillant Genève,Businesshotel,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Rue Montbrillant 2,1201,Genève,+41227337784,contact@montbrillant.ch,http://www.montbrillant.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-montbrillant
Hôtel Le National Delémont,,,,N/A,Route de Bâle 25,2800,Delémont,+41324229622,reservation@lenational-hotel.ch,http://www.lenational-hotel.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-national
Hôtel Le Petit Moulin Grens,,,,N/A,Route Blanche,1274,Grens,+41223651950,info@lepetitmoulin.ch,http://www.lepetitmoulin.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-petit-moulin
Hôtel le petit Muveran Ovronnaz,,,,N/A,Rte des Muverans 54,1911,Ovronnaz,+41273051616,info@hotelmuveran.ch,http://www.hotelmuveran.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-petit-muveran
Hotel Le Petit Relais Saanenmöser,Wanderhotel,Schneesporthotel,Bikehotel,Klassiert als 2-Sterne Superior Hotel durch HotellerieSuisse,Alte Strasse 8,3777,Saanenmöser,+41337443565,info@lepetitrelais.ch,https://www.lepetitrelais.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-petit-relais
Hotel le Postillion Bettmeralp,,,,N/A,,3992,Bettmeralp,+41279273400,info@lepostillion.ch,http://www.lepostillion.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-postillion
Hôtel le Postillon Collombey,,,,N/A,Rue des Dents-du-Midi 27,1868,Collombey,+41244724040,hotel_lepostillon@hotmail.com,,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-postillon
Hotel Le Prese Le Prese,,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Via Principale 31,7746,Le,+41818391200,info@hotel-le-prese.swiss,https://www.hotel-le-prese.swiss,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-prese
Hôtel le Prince Genève,,,,N/A,Rue des Voisins 16,1205,Genève,+41228070500,info@hotel-leprince.ch,http://www.hotel-le-prince.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-prince
Hôtel Le Régional Le Bémont,,,,N/A,Au Village 22,2360,Le,+41329512037,leregionallebemont@gmail.com,http://www.hotel-franches-montagnes.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-regional
Hôtel Le Relais Alpin Les Mosses,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Route du Col des Mosses 104,1862,Les,+41244910500,relaisalpin@leschaletsdesmosses.ch,https://www.leschaletsdesmosses.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-relais-alpin
Hôtel Le Relais Alpin - Chalets Les Mosses,,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Route du Col des Mosses 104,1862,Les,+41244910500,info@leschaletsdesmosses.ch,https://www.leschaletsdesmosses.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-relais-alpin-chalets
Hotel Le Relais Fleuri Chermignon-d'en-Bas,,,,N/A,Route Cantonale 6,3971,Chermignon-d'en-Bas,+41275657412,contact@relais-fleuri.ch,http://www.relais-fleuri.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-relais-fleuri
Hôtel le Relais Panoramique Les Crosets,,,,N/A,Chemin du Relais 2,1873,Les,+41244793412,hotel_relais@bluewin.ch,http://www.relais-crosets.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-relais-panoramique
Hotel Le Rivage St-Gingolph,,,,N/A,Quai Isaac de Rivaz,1898,St-Gingolph,+41244827030,info@rivage.ch,http://www.rivage.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-rivage
Hôtel Le Rive Nyon,,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Rue de Rive 15,1260,Nyon,+41225522080,info@hotel-le-rive.ch,http://www.hotel-le-rive.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-rive
Hôtel Le Rive Sud Estavayer-le-Lac,Ausgezeichnete Küche,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Rue de l'Hôtel de Ville 16,1470,Estavayer-le-Lac,+41266639292,info@lerivesud.ch,https://www.lerivesud.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-rive-sud
Hôtel Le Sauvage Fribourg,,,,N/A,Planche-Supérieure 12,1700,Fribourg,+41263473060,bonjour@le-sauvage.ch,https://le-sauvage.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-restaurant-au-sauvage
Hôtel Le Splendide Crans-Montana,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Route de Fleurs des Champs 23,3963,Crans-Montana,+41274812056,mail@hotel-splendide.com,https://www.hotel-splendide.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-splendide
Hôtel Le St Christophe Bex,,,,N/A,Route de Lavey 6,1880,Bex,+41244852977,saintchristophe@stchristophesa.com,http://www.stchristophesa.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-st-christophe
Hôtel le Terminus Sierre,,,,N/A,Rue du Bourg 1,3960,Sierre,+41274551351,info@hotel-terminus.ch,https://www.hotel-terminus.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-terminus-2
Hôtel le Terminus Porrentruy,,,,N/A,Rue du Jura 31,2900,Porrentruy,+41324662643,info@leterminus.ch,http://www.leterminus.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-terminus
Hôtel le Tonnelier Bulle,Boutique Hotel,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Grand-Rue 31,1630,Bulle,+41265646464,info@le-tonnelier.ch,https://www.le-tonnelier.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-du-tonnelier
Hôtel Le Trift Zinal,,,,N/A,Rue de l'Eglise 3,3961,Zinal,+41274751466,zinaltrift@bluewin.ch,https://www.letriftzinal.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-trift
Hôtel Le Vanessa Verbier,,,,N/A,Chemin des Vernes 1,1936,Verbier,+41277752800,info@hotelvanessa.ch,https://www.hotelvanessa.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-vanessa
HÔTEL LE WHITE Champéry,,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Route de Chavalet 3,1874,Champéry,+41244790404,contact@lewhite.ch,https://www.lewhite.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-white
Hotel Lenzerhorn Spa & Wellness Lenzerheide/Lai,Wellness & Spa,Wanderhotel,Schneesporthotel,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Voa Principala 41,7078,Lenzerheide/Lai,+41813845258,reservation@alpintrend.ch,https://www.hotel-lenzerhorn.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-lenzerhorn-spa-wellness
Hotel Les Amis Saas-Fee,,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Obere Dorfstrasse 15,3906,Saas-Fee,+41275305015,info@lesamis-saas-fee.ch,https://www.lesamis-saas-fee.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-amis
Hôtel les Arcades Genève,,,,N/A,Place de Cornavin 14-16,1201,Genève,+41227154800,info@hotel-arcades.ch,http://www.hotel-arcades.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-arcades
Hôtel Les Armures Genève,Boutique Hotel,,,Klassiert als 5-Sterne Hotel durch HotellerieSuisse,Rue Puits-St-Pierre 1,1204,Genève,+41228187172,reception@lesarmures.ch,http://www.lesarmures.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-armures
Hôtel Les Bains d'Ovronnaz Ovronnaz,Medical Wellness & Spa,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Route des Bains 93,1911,Ovronnaz,+41273051111,info@bains-ovronnaz.ch,http://www.thermalp.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-bains-dovronnaz
Hôtel les Berges Chippis,,,,N/A,Rue de Bellerive,3965,Chippis,+41274522100,lesberges@netplus.ch,,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-berges
Hôtel Les Bouquetins Zinal,,,,N/A,Rue de Peterey,3961,Zinal,+41274752509,info@hotelbouquetins.ch,https://www.hotelbouquetins.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-bouquetins
Hotel Les Chambres du CTN Plan-les-Ouates,,,,N/A,Chemin des Aulx 16,1228,Plan-les-Ouates,+41228843000,info@leschambresductn.ch,http://www.leschambresductn.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-chambres-du-ctn
Hôtel Les Chamois Verbier,Bikehotel,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Rue de Médran 9a,1936,Verbier,+41277716402,info@hotel-chamois.ch,http://www.hotel-chamois.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-chamois
Hôtel Les Diablons Zinal,,,,N/A,Rue Montferrier 15,3961,Zinal,+41274761111,zinal@intersoc.be,http://www.intersoc.be/fr/soleil/hotel-intersoc/zinal,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-diablons
Hotel Les Etagnes Haute-Nendaz,Schneesporthotel,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Route de la Télécabine,1997,Haute-Nendaz,+41275659000,info@lesetagnes.com,http://www.lesetagnes.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-etagnes
Hôtel les Fortifications Lavey-Village,,,,N/A,Rue centrale,1892,Lavey-Village,+41244853334,hotelfortifs@hotmail.com,http://fortifshotel.populus.org/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-fortifications
Hôtel les Haudères Les Haudères,,,,N/A,Place de la Poste,1984,Les,+41272831541,info@hoteldeshauderes.ch,http://www.hoteldeshauderes.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-hauderes
Hôtel les Hauts de Rive Genève,,,,N/A,Boulevard des Tranchées 48,1206,Genève,+41223462933,info@hotel-leshautsderive.ch,http://www.hotel-leshautsderive.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-hauts-de-rive
Hôtel les Mélèzes Les Haudères,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Route Principale 3,1984,Les,+41272831155,info@hotel-melezes.ch,http://www.hotel-melezes.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-melezes
Hotel Les Nations Genève,,,,N/A,Rue du Grand-Pré 62,1202,Genève,+41227480808,nations@fhotels.ch,http://fassbindhotels.ch/hotel/les-nations-geneve/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-nations
Hôtel les Négociants Vevey,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Rue du Conseil 27,1800,Vevey,+41219227011,info@hotelnegociants.ch,http://www.hotelnegociants.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-negociants
Hôtel les Rangiers Montmelon,,,,N/A,Les Rangiers 12,2883,Montmelon,+41324266651,site@les-rangiers.ch,http://les-rangiers.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-rangiers
Hôtel Les Rives du Doubs Les Brenets,,,,N/A,Pré-du-Lac 26,2416,Les,+41329339999,contact@rives-du-doubs.ch,https://www.rives-du-doubs.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-rives-du-doubs
Hôtel les Rosalys Les Paccots,,,,N/A,Route des Rosalys 20,1619,Les,+41219488080,lesrosalys@lesrosalys.ch,http://www.lesrosalys.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-rosalys
Hôtel Les Sources Les Diablerets,Seminarhotel,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Chemin du Vernex 9,1865,Les,+41244920100,sleep@hotel-les-sources.ch,https://www.hotel-les-sources.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-sources
Hotel Les Sources des Alpes Leukerbad,Wellness,,,Klassiert als 5-Sterne Hotel durch HotellerieSuisse,Tuftstrasse 17,3954,Leukerbad,+41274722000,hotel@lsda.ch,http://www.sourcesdesalpes.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-sources-des-alpes
Hôtel Les Touristes Verbier,,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Route de Verbier 134,1936,Verbier,+41277712147,hoteltouristes@verbier.ch,https://www.hoteltouristes-verbier.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-touristes
Hôtel Les Trois Sapins Bière,,,,N/A,Rue de la Tillette 2,1145,Bière,+41218095123,info@lestroissapins.ch,http://www.lestroissapins.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-trois-sapins
Hôtel Les Vieux Toits Hauterive NE,,,,N/A,Croix-d'Or 20,2068,Hauterive,+41327534242,hotel@vieux-toits.ch,http://www.vieux-toits.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-les-vieux-toits
Hotel Lestelle Luzern,,,,N/A,Hirschenplatz 3,6004,Luzern,+41414122220,info@lestelle.ch,https://www.lestelle.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-altstadt-hotel-le-stelle-luzern
Hotel Liberty Bellinzona,,,,N/A,Vicolo Nord 1,6500,Bellinzona,+41918251919,info@hotelliberty.ch,http://www.hotelliberty.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-liberty
Hotel Lido Seegarten Lugano,,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Viale Castagnola 22-24,6900,Lugano,+41919736363,info@hotellido-lugano.com,https://www.hotellido-lugano.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-lido-seegarten
Hotel Limmatblick Zürich,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Limmatquai 136,8001,Zürich,+41442546000,reception@limmatblick.ch,https://www.limmatblick.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-limmatblick
Hotel Limmathof Zürich,,,,Klassiert als 2-Sterne Hotel durch HotellerieSuisse,Limmatquai 142,8001,Zürich,+41442676040,info@limmathof.com,https://www.limmathof.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-limmathof
Hotel Linde Baden,,,,N/A,Mellingerstrasse 22,5400,Baden,+41565112474,info@linde-baden.ch,https://www.linde-baden.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-linde
Hotel Linde Fislisbach,,,,N/A,Niederrohrdorferstrasse 1,5442,Fislisbach,+41564931280,info@linde-fislisbach.ch,http://www.linde-fislisbach.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-linde-1
Hotel Linde Dettighofen,,,,N/A,Steckbornstrasse 111,8505,Dettighofen,+41527651719,N/A,https://www.linde-dettighofen.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-linde-4
Hotel Linde Einsiedeln,,,,N/A,Schmiedenstrasse 28,8840,Einsiedeln,+41554184848,info@linde-einsiedeln.ch,https://www.linde-einsiedeln.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-linde-5
Hotel Linde Heiden Heiden,,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Poststrasse 11,9410,Heiden,+41718983400,info@lindeheiden.ch,https://www.lindeheiden.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-linde-3
Hotel Lindenhof Unterägeri,,,,N/A,Höfnerstrasse 13,6314,Unterägeri,+41417501188,kontakt@lindenhof-unteraegeri.ch,https://www.lindenhof-unteraegeri.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-lindenhof
Hotel Lindenhof Brienz BE,Seminarhotel,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Lindenhofweg 15,3855,Brienz,+41339522030,info@hotel-lindenhof.ch,https://www.hotel-lindenhof.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-lindenhof-1
Hotel Lintharena Näfels,,,,N/A,Oberurnerstrasse 14,8752,Näfels,+41556187070,kontakt@lintharena.ch,http://www.lintharena.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-lintharena
Hotel Locanda Basel,,,,N/A,Drahtzugstrasse 61,4057,Basel,+41616992020,info@hotel-locanda.ch,http://hotel-locanda.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-locanda
Hotel Locanda Castagnola Castagnola,,,,N/A,Via vecchio Municipio 1,6976,Castagnola,+41919715956,info@locanda-castagnola.ch,http://www.hotel-locanda-castagnola.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-locanda-castagnola
Hotel Locanda dei Mulini Novazzano,,,,N/A,Via Mulini 31,6883,Novazzano,+41916820507,info@locandadeimulini.ch,https://www.locandadeimulini.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-locanda-dei-mulini
Hotel Locanda del Conventino Pregassona,,,,N/A,Strada di Pregassona 44,6963,Pregassona,+41919403222,info@locandadelconventino.ch,http://www.locandadelconventino.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-locanda-del-conventino
Hotel Locanda Della Pace Sessa,,,,N/A,Via Santa Maria 15,6997,Sessa,+41916081258,info@locandadellapace.com,http://www.locandadellapace.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-locanda-della-pace
Hotel Loge Winterthur,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Oberer Graben 6,8400,Winterthur,+41522681200,info@hotelloge.ch,http://www.hotelloge.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-loge
Hôtel Longemalle Genève,,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Place Longemalle 13,1204,Genève,+41228186262,info@longemalle.ch,http://www.longemallecollection.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-longemalle
Hotel Longhin Maloja,Wanderhotel,Design & Lifestyle,Schneesporthotel,Klassiert als Swiss Lodge durch HotellerieSuisse,Hauptstrasse 40 A,7516,Maloja,+41818243131,info@longhin.ch,https://www.hotel-longhin.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-longhin
Hotel Loosmühle Weissbad,,,,N/A,Dorf 32,9057,Weissbad,+41717991113,info@loosmuehle.ch,http://www.loosmuehle.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-loosmuehle
Hotel Lorze Cham,,,,N/A,Dorfplatz 1,6330,Cham,+41417843200,hotellorze@bluewin.ch,http://www.hotel-lorze-cham.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-lorze
Hotel Lötschberg Kippel,,,,N/A,Hauptstrasse 16,3917,Kippel,+41279391309,info@hotelloetschberg.ch,http://www.hotel-loetschberg.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-loetschberg
